번호,신고일,구정보,주소,유형,조치일
87619,2023-01-25,마포구,서울특별시 마포구 서교동 415,보도와 차도가 구분된 도로의 차도,2023-01-25
87620,2023-01-25,마포구,서울특별시 마포구 서교동 415,보도와 차도가 구분된 도로의 차도,2023-01-25
87621,2023-01-25,마포구,서울특별시 마포구 서교동 406,보도와 차도가 구분된 도로의 차도,2023-01-25
87622,2023-01-25,마포구,서울특별시 마포구 도화동 169-3,보도와 차도가 구분된 도로의 차도,2023-01-25
87623,2023-01-25,마포구,서울특별시 마포구 상수동 309-20,보도와 차도가 구분된 도로의 차도,2023-01-25
87624,2023-01-25,서초구,서울특별시 서초구 양재동 241-12,자전거 도로,2023-01-25
87625,2023-01-25,서초구,서울특별시 서초구 양재동 315-7,"버스정류장, 택시 승강장",2023-01-25
87626,2023-01-25,서초구,서울특별시 서초구 양재동 315-6,"버스정류장, 택시 승강장",2023-01-25
87627,2023-01-25,동대문구,서울특별시 동대문구 청량리동 206-58,보도와 차도가 구분된 도로의 차도,2023-01-25
87628,2023-01-25,동대문구,서울특별시 동대문구 휘경동 319-42,보도와 차도가 구분된 도로의 차도,2023-01-25
87629,2023-01-25,동대문구,서울특별시 동대문구 휘경동 319-42,보도와 차도가 구분된 도로의 차도,2023-01-25
87630,2023-01-25,마포구,서울특별시 마포구 공덕동 242-36,보도와 차도가 구분된 도로의 차도,2023-01-25
87631,2023-01-25,마포구,서울특별시 마포구 망원동 420-23,보도와 차도가 구분된 도로의 차도,2023-01-25
87632,2023-01-25,마포구,서울특별시 마포구 공덕동 409-1,보도와 차도가 구분된 도로의 차도,2023-01-25
87633,2023-01-25,강북구,서울특별시 강북구 수유동 279-17,"횡단보도, 산책로 등",2023-01-25
87634,2023-01-25,마포구,서울특별시 마포구 염리동 159-14,보도와 차도가 구분된 도로의 차도,2023-01-25
87635,2023-01-25,중구,서울특별시 중구 서소문동 37,오신고,2023-01-31
87636,2023-01-25,관악구,서울특별시 관악구 신림동 1428-6,보도와 차도가 구분된 도로의 차도,2023-01-25
87637,2023-01-25,강북구,서울특별시 강북구 수유동 279-17,"횡단보도, 산책로 등",2023-01-25
87638,2023-01-25,강북구,서울특별시 강북구 수유동 279-17,"횡단보도, 산책로 등",2023-01-25
87639,2023-01-25,강동구,서울특별시 강동구 강일동 693,기타,2023-01-25
87640,2023-01-25,강북구,서울특별시 강북구 수유동 142,보도와 차도가 구분된 도로의 차도,2023-01-25
87641,2023-01-25,성북구,서울특별시 성북구 석관동 396-7,"점자블록, 엘리베이터 입구",2023-01-25
87642,2023-01-25,도봉구,서울특별시 도봉구 창동 1-28,보도와 차도가 구분된 도로의 차도,2023-01-25
87643,2023-01-25,도봉구,서울특별시 도봉구 창동 13-3,보도와 차도가 구분된 도로의 차도,2023-01-25
87644,2023-01-25,마포구,서울특별시 마포구 망원동 417-36,보도와 차도가 구분된 도로의 차도,2023-01-25
87645,2023-01-25,영등포구,서울특별시 영등포구 대림동 608-1,보도 중앙,2023-01-25
87646,2023-01-25,강북구,서울특별시 강북구 미아동 195-1,보도와 차도가 구분된 도로의 차도,2023-01-25
87647,2023-01-25,도봉구,서울특별시 도봉구 창동 457-6,보도와 차도가 구분된 도로의 차도,2023-01-25
87648,2023-01-25,도봉구,서울특별시 도봉구 창동 473,보도와 차도가 구분된 도로의 차도,2023-01-25
87649,2023-01-25,강서구,서울특별시 강서구 염창동 284-45,보도와 차도가 구분된 도로의 차도,2023-01-25
87650,2023-01-25,노원구,서울특별시 노원구 월계동 939-3,보도와 차도가 구분된 도로의 차도,2023-01-25
87651,2023-01-25,관악구,서울특별시 관악구 봉천동 196-226,보도와 차도가 구분된 도로의 차도,2023-01-25
87652,2023-01-25,관악구,서울특별시 관악구 봉천동 196-1,보도와 차도가 구분된 도로의 차도,2023-01-25
87653,2023-01-25,강서구,서울특별시 강서구 염창동 303,보도와 차도가 구분된 도로의 차도,2023-01-25
87654,2023-01-25,동작구,서울특별시 동작구 신대방동 701-12,보도와 차도가 구분된 도로의 차도,2023-01-25
87655,2023-01-25,노원구,서울특별시 노원구 월계동 555,보도와 차도가 구분된 도로의 차도,2023-01-25
87656,2023-01-25,강북구,서울특별시 강북구 번동 386-16,"횡단보도, 산책로 등",2023-01-25
87657,2023-01-25,강북구,서울특별시 강북구 수유동 140,"횡단보도, 산책로 등",2023-01-25
87658,2023-01-25,강서구,서울특별시 강서구 염창동 284-17,보도와 차도가 구분된 도로의 차도,2023-01-25
87659,2023-01-25,영등포구,서울특별시 영등포구 도림동 255-2,보도 중앙,2023-01-25
87660,2023-01-25,송파구,서울특별시 송파구 문정동 493,보도 중앙,2023-01-25
87661,2023-01-25,서초구,서울특별시 서초구 서초동 1317-20,"버스정류장, 택시 승강장",2023-01-25
87662,2023-01-25,송파구,서울특별시 송파구 문정동 493,보도 중앙,2023-01-25
87663,2023-01-25,서초구,서울특별시 서초구 서초동 1317-22,보도와 차도가 구분된 도로의 차도,2023-01-25
87664,2023-01-25,송파구,서울특별시 송파구 잠실동 35-8,보도 중앙,2023-01-25
87665,2023-01-25,강서구,서울특별시 강서구 등촌동 640-7,보도와 차도가 구분된 도로의 차도,2023-01-25
87666,2023-01-25,강서구,서울특별시 강서구 등촌동 666-30,보도와 차도가 구분된 도로의 차도,2023-01-25
87667,2023-01-25,강서구,서울특별시 강서구 등촌동 666-50,보도와 차도가 구분된 도로의 차도,2023-01-25
87668,2023-01-25,마포구,서울특별시 마포구 용강동 51-4,보도와 차도가 구분된 도로의 차도,2023-01-25
87669,2023-01-25,마포구,서울특별시 마포구 용강동 51-4,보도와 차도가 구분된 도로의 차도,2023-01-25
87670,2023-01-25,송파구,서울특별시 송파구 문정동 340,보도 중앙,2023-01-25
87671,2023-01-25,서초구,서울특별시 서초구 서초동 1389,보도와 차도가 구분된 도로의 차도,2023-01-25
87672,2023-01-25,서초구,서울특별시 서초구 서초동 1389,보도와 차도가 구분된 도로의 차도,2023-01-25
87673,2023-01-25,서초구,서울특별시 서초구 서초동 1390,보도와 차도가 구분된 도로의 차도,2023-01-25
87674,2023-01-25,서초구,서울특별시 서초구 서초동 1390,보도와 차도가 구분된 도로의 차도,2023-01-25
87675,2023-01-25,서초구,서울특별시 서초구 서초동 1390,보도와 차도가 구분된 도로의 차도,2023-01-25
87676,2023-01-25,서초구,서울특별시 서초구 서초동 1327,보도와 차도가 구분된 도로의 차도,2023-01-25
87677,2023-01-25,마포구,서울특별시 마포구 마포동 36-1,보도와 차도가 구분된 도로의 차도,2023-01-25
87678,2023-01-25,송파구,서울특별시 송파구 오금동 27-2,보도 중앙,2023-01-25
87679,2023-01-25,송파구,서울특별시 송파구 오금동 6-1,보도 중앙,2023-01-25
87680,2023-01-25,동작구,서울특별시 동작구 신대방동 720,보도와 차도가 구분된 도로의 차도,2023-01-25
87681,2023-01-25,도봉구,서울특별시 도봉구 창동 448-50,보도와 차도가 구분된 도로의 차도,2023-01-25
87682,2023-01-25,도봉구,서울특별시 도봉구 창동 448-50,보도 중앙,2023-01-25
87683,2023-01-25,송파구,서울특별시 송파구 가락동 195-2,보도 중앙,2023-01-25
87684,2023-01-25,양천구,서울특별시 양천구 목동 915,"점자블록, 엘리베이터 입구",2023-01-25
87685,2023-01-25,서초구,서울특별시 서초구 양재동 19-14,보도 중앙,2023-01-25
87686,2023-01-25,영등포구,서울특별시 영등포구 신길동 188-295,보도와 차도가 구분된 도로의 차도,2023-01-25
87687,2023-01-25,도봉구,서울특별시 도봉구 도봉동 637-45,보도와 차도가 구분된 도로의 차도,2023-01-25
87688,2023-01-25,송파구,서울특별시 송파구 송파동 15-2,기타,2023-01-25
87689,2023-01-25,송파구,서울특별시 송파구 송파동 15-1,기타,2023-01-25
87690,2023-01-25,송파구,서울특별시 송파구 송파동 15-2,기타,2023-01-25
87691,2023-01-25,송파구,서울특별시 송파구 문정동 12-3,보도 중앙,2023-01-25
87692,2023-01-25,송파구,서울특별시 송파구 장지동 834-4,보도 중앙,2023-01-25
87693,2023-01-25,중구,서울특별시 중구 신당동 160,기타,2023-01-25
87694,2023-01-25,종로구,서울특별시 종로구 명륜1가 84-1,보도와 차도가 구분된 도로의 차도,2023-01-25
87695,2023-01-25,중구,서울특별시 중구 신당동 160,기타,2023-01-25
87696,2023-01-25,서초구,서울특별시 서초구 서초동 1603-61,지하철역 진출입로 및 주변,2023-01-25
87697,2023-01-25,종로구,서울특별시 종로구 원서동 140-1,보도와 차도가 구분된 도로의 차도,2023-01-25
87698,2023-01-25,송파구,서울특별시 송파구 문정동 637-1,보도 중앙,2023-01-25
87699,2023-01-25,동작구,서울특별시 동작구 신대방동 395-62,"횡단보도, 산책로 등",2023-01-25
87700,2023-01-25,종로구,서울특별시 종로구 세종로 1-52,보도와 차도가 구분된 도로의 차도,2023-01-25
87701,2023-01-25,송파구,서울특별시 송파구 송파동 69,기타,2023-01-25
87702,2023-01-25,중구,서울특별시 중구 을지로6가 18-187,기타,2023-01-25
87703,2023-01-25,송파구,서울특별시 송파구 문정동 641-12,보도 중앙,2023-01-25
87704,2023-01-25,종로구,서울특별시 종로구 적선동 8-4,보도와 차도가 구분된 도로의 차도,2023-01-25
87705,2023-01-25,송파구,서울특별시 송파구 문정동 639-2,자전거 도로,2023-01-25
87706,2023-01-25,서초구,서울특별시 서초구 서초동 1739-4,보도와 차도가 구분된 도로의 차도,2023-01-25
87707,2023-01-25,서초구,서울특별시 서초구 서초동 1739-9,보도 중앙,2023-01-25
87708,2023-01-25,서초구,서울특별시 서초구 서초동 1641-13,보도와 차도가 구분된 도로의 차도,2023-01-25
87709,2023-01-25,강동구,서울특별시 강동구 성내동 428-5,보도 중앙,2023-01-25
87710,2023-01-25,성북구,서울특별시 성북구 삼선동3가 36-1,"점자블록, 엘리베이터 입구",2023-01-25
87711,2023-01-25,중구,서울특별시 중구 신당동 369-2,오신고,2023-01-25
87712,2023-01-25,마포구,서울특별시 마포구 창전동 443-4,보도와 차도가 구분된 도로의 차도,2023-01-25
87713,2023-01-25,마포구,서울특별시 마포구 창전동 443-4,보도와 차도가 구분된 도로의 차도,2023-01-25
87714,2023-01-25,마포구,서울특별시 마포구 신정동 74-1,보도와 차도가 구분된 도로의 차도,2023-01-25
87715,2023-01-25,마포구,서울특별시 마포구 신정동 75-1,보도와 차도가 구분된 도로의 차도,2023-01-25
87716,2023-01-25,마포구,서울특별시 마포구 신수동 91-568,보도와 차도가 구분된 도로의 차도,2023-01-25
87717,2023-01-25,마포구,서울특별시 마포구 창전동 116,보도와 차도가 구분된 도로의 차도,2023-01-25
87718,2023-01-25,마포구,서울특별시 마포구 서교동 415,보도와 차도가 구분된 도로의 차도,2023-01-25
87719,2023-01-25,마포구,서울특별시 마포구 창전동 437-1,보도와 차도가 구분된 도로의 차도,2023-01-25
87720,2023-01-25,관악구,서울특별시 관악구 봉천동 738-373,보도와 차도가 구분된 도로의 차도,2023-01-25
87721,2023-01-25,중구,서울특별시 중구 만리동1가 62-5,기타,2023-01-25
87722,2023-01-25,마포구,서울특별시 마포구 동교동 167-2,보도와 차도가 구분된 도로의 차도,2023-01-25
87723,2023-01-25,마포구,서울특별시 마포구 동교동 167-2,보도와 차도가 구분된 도로의 차도,2023-01-25
87724,2023-01-25,마포구,서울특별시 마포구 동교동 192-6,보도와 차도가 구분된 도로의 차도,2023-01-25
87725,2023-01-25,강북구,서울특별시 강북구 수유동 410-283,보도와 차도가 구분된 도로의 차도,2023-01-25
87726,2023-01-25,관악구,서울특별시 관악구 봉천동 1717-11,보도와 차도가 구분된 도로의 차도,2023-01-25
87727,2023-01-25,마포구,서울특별시 마포구 동교동 192-6,보도와 차도가 구분된 도로의 차도,2023-01-25
87728,2023-01-25,마포구,서울특별시 마포구 서교동 350-5,보도와 차도가 구분된 도로의 차도,2023-01-25
87729,2023-01-25,마포구,서울특별시 마포구 동교동 156-8,보도와 차도가 구분된 도로의 차도,2023-01-25
87730,2023-01-25,마포구,서울특별시 마포구 현석동 6-3,보도와 차도가 구분된 도로의 차도,2023-01-25
87731,2023-01-25,노원구,서울특별시 노원구 상계동 751-1,보도와 차도가 구분된 도로의 차도,2023-01-25
87732,2023-01-25,마포구,서울특별시 마포구 연남동 229-64,보도와 차도가 구분된 도로의 차도,2023-01-25
87733,2023-01-25,서초구,서울특별시 서초구 서초동 1739-20,보도와 차도가 구분된 도로의 차도,2023-01-25
87734,2023-01-25,강북구,서울특별시 강북구 미아동 811-7,"횡단보도, 산책로 등",2023-01-25
87735,2023-01-25,강남구,서울특별시 강남구 삼성동 7-5,보도 중앙,2023-01-25
87736,2023-01-25,강북구,서울특별시 강북구 미아동 811-9,"횡단보도, 산책로 등",2023-01-25
87737,2023-01-25,강남구,서울특별시 강남구 삼성동 34-31,보도 중앙,2023-01-25
87738,2023-01-25,노원구,서울특별시 노원구 중계동 364-16,보도와 차도가 구분된 도로의 차도,2023-01-25
87739,2023-01-25,관악구,서울특별시 관악구 봉천동 1712,보도와 차도가 구분된 도로의 차도,2023-01-25
87740,2023-01-25,강동구,서울특별시 강동구 상일동 498,보도 중앙,2023-01-25
87741,2023-01-25,마포구,서울특별시 마포구 노고산동 33-24,보도와 차도가 구분된 도로의 차도,2023-01-25
87742,2023-01-25,마포구,서울특별시 마포구 노고산동 33-24,보도와 차도가 구분된 도로의 차도,2023-01-25
87743,2023-01-25,종로구,서울특별시 종로구 무악동 60-6,보도와 차도가 구분된 도로의 차도,2023-01-25
87744,2023-01-25,종로구,서울특별시 종로구 무악동 46-1589,보도와 차도가 구분된 도로의 차도,2023-01-25
87745,2023-01-25,관악구,서울특별시 관악구 봉천동 1592-6,보도와 차도가 구분된 도로의 차도,2023-01-25
87746,2023-01-25,관악구,서울특별시 관악구 봉천동 1592-6,보도와 차도가 구분된 도로의 차도,2023-01-25
87747,2023-01-25,성동구,서울특별시 성동구 성수동2가 275-24,보도와 차도가 구분된 도로의 차도,2023-01-25
87748,2023-01-25,성동구,서울특별시 성동구 성수동2가 275-24,보도와 차도가 구분된 도로의 차도,2023-01-25
87749,2023-01-25,종로구,서울특별시 종로구 청진동 208-3,보도와 차도가 구분된 도로의 차도,2023-01-25
87750,2023-01-25,동대문구,서울특별시 동대문구 이문동 339-16,보도와 차도가 구분된 도로의 차도,2023-01-25
87751,2023-01-25,종로구,서울특별시 종로구 청진동 20-1,보도와 차도가 구분된 도로의 차도,2023-01-25
87752,2023-01-25,성동구,서울특별시 성동구 성수동2가 275-24,보도와 차도가 구분된 도로의 차도,2023-01-25
87753,2023-01-25,성동구,서울특별시 성동구 성수동2가 277-17,보도와 차도가 구분된 도로의 차도,2023-01-25
87754,2023-01-25,강동구,서울특별시 강동구 길동 102,보도 중앙,2023-01-25
87755,2023-01-25,서초구,서울특별시 서초구 서초동 1390,보도와 차도가 구분된 도로의 차도,2023-01-25
87756,2023-01-25,서초구,서울특별시 서초구 서초동 1390,보도와 차도가 구분된 도로의 차도,2023-01-25
87757,2023-01-25,서초구,서울특별시 서초구 서초동 1390,보도와 차도가 구분된 도로의 차도,2023-01-25
87758,2023-01-25,서초구,서울특별시 서초구 서초동 1417,"횡단보도, 산책로 등",2023-01-25
87759,2023-01-25,서초구,서울특별시 서초구 서초동 1317-22,보도와 차도가 구분된 도로의 차도,2023-01-25
87760,2023-01-25,동작구,서울특별시 동작구 상도1동 500-1,보도와 차도가 구분된 도로의 차도,2023-01-25
87761,2023-01-25,영등포구,서울특별시 영등포구 여의도동 1-2,보도와 차도가 구분된 도로의 차도,2023-01-25
87762,2023-01-25,동작구,서울특별시 동작구 상도1동 528-1,보도와 차도가 구분된 도로의 차도,2023-01-25
87763,2023-01-25,동작구,서울특별시 동작구 상도동 418,기타,2023-01-26
87764,2023-01-25,동작구,서울특별시 동작구 상도동 418,기타,2023-01-26
87765,2023-01-25,서초구,서울특별시 서초구 양재동 384-2,보도 중앙,2023-01-26
87766,2023-01-26,송파구,서울특별시 송파구 방이동 76,보도 중앙,2023-01-26
87767,2023-01-26,광진구,서울특별시 광진구 중곡동 273-1,"횡단보도, 산책로 등",2023-01-26
87768,2023-01-26,동작구,서울특별시 동작구 신대방동 370-1,보도와 차도가 구분된 도로의 차도,2023-01-26
87769,2023-01-26,강북구,서울특별시 강북구 수유동 279-17,"횡단보도, 산책로 등",2023-01-26
87770,2023-01-26,강북구,서울특별시 강북구 수유동 279-17,"횡단보도, 산책로 등",2023-01-26
87771,2023-01-26,강북구,서울특별시 강북구 수유동 279-17,"횡단보도, 산책로 등",2023-01-26
87772,2023-01-26,동작구,서울특별시 동작구 상도동 188-42,보도와 차도가 구분된 도로의 차도,2023-01-26
87773,2023-01-26,강북구,서울특별시 강북구 수유동 7-4,"횡단보도, 산책로 등",2023-01-26
87774,2023-01-26,노원구,서울특별시 노원구 중계동 136-1,"횡단보도, 산책로 등",2023-01-26
87775,2023-01-26,강서구,서울특별시 강서구 등촌동 692,자전거 도로,2023-01-26
87776,2023-01-26,광진구,서울특별시 광진구 자양동 722,보도 중앙,2023-01-26
87777,2023-01-26,강서구,서울특별시 강서구 등촌동 684-3,보도 중앙,2023-01-26
87778,2023-01-26,서초구,서울특별시 서초구 서초동 1390,보도와 차도가 구분된 도로의 차도,2023-01-26
87779,2023-01-26,서초구,서울특별시 서초구 서초동 1303-22,보도와 차도가 구분된 도로의 차도,2023-01-26
87780,2023-01-26,노원구,서울특별시 노원구 상계동 358-14,보도와 차도가 구분된 도로의 차도,2023-01-26
87781,2023-01-26,노원구,서울특별시 노원구 상계동 358-14,보도와 차도가 구분된 도로의 차도,2023-01-26
87782,2023-01-26,동작구,서울특별시 동작구 상도동 513,"횡단보도, 산책로 등",2023-01-26
87783,2023-01-26,노원구,서울특별시 노원구 상계동 456-169,보도와 차도가 구분된 도로의 차도,2023-01-26
87784,2023-01-26,노원구,서울특별시 노원구 상계동 451-13,보도와 차도가 구분된 도로의 차도,2023-01-26
87785,2023-01-26,동작구,서울특별시 동작구 사당동 산21-15,보도와 차도가 구분된 도로의 차도,2023-01-26
87786,2023-01-26,동작구,서울특별시 동작구 사당동 141-245,기타,2023-01-26
87787,2023-01-26,동작구,서울특별시 동작구 사당동 141-245,기타,2023-01-26
87788,2023-01-26,노원구,서울특별시 노원구 중계동 136-1,보도와 차도가 구분된 도로의 차도,2023-01-26
87789,2023-01-26,서초구,서울특별시 서초구 서초동 1332-12,보도와 차도가 구분된 도로의 차도,2023-01-26
87790,2023-01-26,동대문구,서울특별시 동대문구 휘경동 255-4,보도와 차도가 구분된 도로의 차도,2023-01-26
87791,2023-01-26,동대문구,서울특별시 동대문구 휘경동 191-16,보도와 차도가 구분된 도로의 차도,2023-01-26
87792,2023-01-26,동대문구,서울특별시 동대문구 휘경동 191-16,보도와 차도가 구분된 도로의 차도,2023-01-26
87793,2023-01-26,서초구,서울특별시 서초구 양재동 316-10,자전거 도로,2023-01-26
87794,2023-01-26,광진구,서울특별시 광진구 화양동 164-9,보도 중앙,2023-01-26
87795,2023-01-26,마포구,서울특별시 마포구 합정동 404,보도와 차도가 구분된 도로의 차도,2023-01-26
87796,2023-01-26,마포구,서울특별시 마포구 용강동 7-14,보도와 차도가 구분된 도로의 차도,2023-01-26
87797,2023-01-26,광진구,서울특별시 광진구 자양동 859,"점자블록, 엘리베이터 입구",2023-01-26
87798,2023-01-26,마포구,서울특별시 마포구 염리동 161-8,"횡단보도, 산책로 등",2023-01-26
87799,2023-01-26,마포구,서울특별시 마포구 염리동 161-8,보도와 차도가 구분된 도로의 차도,2023-01-26
87800,2023-01-26,동대문구,서울특별시 동대문구 이문동 268-3,보도와 차도가 구분된 도로의 차도,2023-01-26
87801,2023-01-26,마포구,서울특별시 마포구 신수동 1-12,보도와 차도가 구분된 도로의 차도,2023-01-26
87802,2023-01-26,서초구,서울특별시 서초구 방배동 926-6,보도 중앙,2023-01-27
87803,2023-01-26,동대문구,서울특별시 동대문구 청량리동 819,보도와 차도가 구분된 도로의 차도,2023-01-26
87804,2023-01-26,영등포구,서울특별시 영등포구 여의도동 1-6,보도와 차도가 구분된 도로의 차도,2023-01-26
87805,2023-01-26,관악구,서울특별시 관악구 봉천동 870-1,보도와 차도가 구분된 도로의 차도,2023-01-26
87806,2023-01-26,동작구,서울특별시 동작구 상도동 320-20,보도와 차도가 구분된 도로의 차도,2023-01-26
87807,2023-01-26,마포구,서울특별시 마포구 신수동 91-621,보도와 차도가 구분된 도로의 차도,2023-01-26
87808,2023-01-26,관악구,서울특별시 관악구 봉천동 975-3,자전거 도로,2023-01-26
87809,2023-01-26,관악구,서울특별시 관악구 신림동 1467-13,"횡단보도, 산책로 등",2023-01-26
87810,2023-01-26,강서구,서울특별시 강서구 등촌동 687,자전거 도로,2023-01-26
87811,2023-01-26,광진구,서울특별시 광진구 구의동 253-53,보도 중앙,2023-01-26
87812,2023-01-26,마포구,서울특별시 마포구 서교동 335-1,보도와 차도가 구분된 도로의 차도,2023-01-26
87813,2023-01-26,마포구,서울특별시 마포구 서교동 335-1,보도와 차도가 구분된 도로의 차도,2023-01-26
87814,2023-01-26,강서구,서울특별시 강서구 내발산동 654-6,보도와 차도가 구분된 도로의 차도,2023-01-26
87815,2023-01-26,강남구,서울특별시 강남구 논현동 258,보도와 차도가 구분된 도로의 차도,2023-01-26
87816,2023-01-26,광진구,서울특별시 광진구 능동 339-2,보도 중앙,2023-01-26
87817,2023-01-26,광진구,서울특별시 광진구 능동 339-2,보도 중앙,2023-01-26
87818,2023-01-26,광진구,서울특별시 광진구 능동 339-2,보도 중앙,2023-01-26
87819,2023-01-26,광진구,서울특별시 광진구 능동 339-2,보도 중앙,2023-01-26
87820,2023-01-26,광진구,서울특별시 광진구 능동 339-2,보도 중앙,2023-01-26
87821,2023-01-26,용산구,서울특별시 용산구 후암동 415-8,보도와 차도가 구분된 도로의 차도,2023-01-26
87822,2023-01-26,광진구,서울특별시 광진구 능동 339-2,보도 중앙,2023-01-26
87823,2023-01-26,동작구,서울특별시 동작구 동작동 333,보도와 차도가 구분된 도로의 차도,2023-01-26
87824,2023-01-26,용산구,서울특별시 용산구 한남동 621-1,보도와 차도가 구분된 도로의 차도,2023-01-26
87825,2023-01-26,광진구,서울특별시 광진구 중곡동 273-1,보도와 차도가 구분된 도로의 차도,2023-01-26
87826,2023-01-26,영등포구,서울특별시 영등포구 여의도동 3,보도와 차도가 구분된 도로의 차도,2023-01-26
87827,2023-01-26,마포구,서울특별시 마포구 연남동 225-36,보도와 차도가 구분된 도로의 차도,2023-01-26
87828,2023-01-26,마포구,서울특별시 마포구 연남동 225-36,보도와 차도가 구분된 도로의 차도,2023-01-26
87829,2023-01-26,마포구,서울특별시 마포구 연남동 225-36,보도와 차도가 구분된 도로의 차도,2023-01-26
87830,2023-01-26,광진구,서울특별시 광진구 광장동 396-5,보도 중앙,2023-01-26
87831,2023-01-26,마포구,서울특별시 마포구 서교동 464-4,보도와 차도가 구분된 도로의 차도,2023-01-26
87832,2023-01-26,중구,서울특별시 중구 서소문동 37,오신고,2023-01-31
87833,2023-01-26,마포구,서울특별시 마포구 동교동 203-33,보도와 차도가 구분된 도로의 차도,2023-01-26
87834,2023-01-26,마포구,서울특별시 마포구 동교동 190-1,보도와 차도가 구분된 도로의 차도,2023-01-26
87835,2023-01-26,관악구,서울특별시 관악구 봉천동 41-323,보도와 차도가 구분된 도로의 차도,2023-01-26
87836,2023-01-26,마포구,서울특별시 마포구 서교동 414,보도 중앙,2023-01-26
87837,2023-01-26,서초구,서울특별시 서초구 서초동 1748-29,"버스정류장, 택시 승강장",2023-01-26
87838,2023-01-26,동대문구,서울특별시 동대문구 장안동 475-14,보도와 차도가 구분된 도로의 차도,2023-01-26
87839,2023-01-26,서초구,서울특별시 서초구 서초동 1303-3,보도와 차도가 구분된 도로의 차도,2023-01-26
87840,2023-01-26,마포구,서울특별시 마포구 서교동 417,보도와 차도가 구분된 도로의 차도,2023-01-26
87841,2023-01-26,서초구,서울특별시 서초구 서초동 1373,"횡단보도, 산책로 등",2023-01-26
87842,2023-01-26,서초구,서울특별시 서초구 서초동 1305-1,"횡단보도, 산책로 등",2023-01-26
87843,2023-01-26,서초구,서울특별시 서초구 서초동 1390,보도와 차도가 구분된 도로의 차도,2023-01-26
87844,2023-01-26,서초구,서울특별시 서초구 서초동 1390,보도와 차도가 구분된 도로의 차도,2023-01-26
87845,2023-01-26,동작구,서울특별시 동작구 사당동 1153,보도와 차도가 구분된 도로의 차도,2023-01-26
87846,2023-01-26,서초구,서울특별시 서초구 서초동 1415,보도와 차도가 구분된 도로의 차도,2023-01-26
87847,2023-01-26,서초구,서울특별시 서초구 서초동 1739-20,보도와 차도가 구분된 도로의 차도,2023-01-26
87848,2023-01-26,영등포구,서울특별시 영등포구 영등포동 618-9,보도와 차도가 구분된 도로의 차도,2023-01-26
87849,2023-01-27,강남구,서울특별시 강남구 삼성동 167,기타,2023-01-27
87850,2023-01-27,강남구,서울특별시 강남구 삼성동 96-7,기타,2023-01-27
87851,2023-01-27,강남구,서울특별시 강남구 삼성동 111-20,보도 중앙,2023-01-27
87852,2023-01-27,강남구,서울특별시 강남구 삼성동 111-49,보도 중앙,2023-01-27
87853,2023-01-27,강남구,서울특별시 강남구 청담동 77-43,기타,2023-01-27
87854,2023-01-27,강남구,서울특별시 강남구 청담동 58,기타,2023-01-27
87855,2023-01-27,강남구,서울특별시 강남구 청담동 58,보도 중앙,2023-01-27
87856,2023-01-27,강남구,서울특별시 강남구 청담동 51-1,보도 중앙,2023-01-27
87857,2023-01-27,강남구,서울특별시 강남구 청담동 51-1,기타,2023-01-27
87858,2023-01-27,강남구,서울특별시 강남구 청담동 58,기타,2023-01-27
87859,2023-01-27,강남구,서울특별시 강남구 청담동 58,보도 중앙,2023-01-27
87860,2023-01-27,강남구,서울특별시 강남구 청담동 77-21,보도 중앙,2023-01-27
87861,2023-01-27,서초구,서울특별시 서초구 방배동 897-1,"버스정류장, 택시 승강장",2023-01-27
87862,2023-01-27,영등포구,서울특별시 영등포구 당산동6가 237-60,지하철역 진출입로 및 주변,2023-01-27
87863,2023-01-27,서초구,서울특별시 서초구 방배동 848-20,보도와 차도가 구분된 도로의 차도,2023-01-27
87864,2023-01-27,서초구,서울특별시 서초구 방배동 839-35,보도와 차도가 구분된 도로의 차도,2023-01-27
87865,2023-01-27,성동구,서울특별시 성동구 성수동2가 333-115,보도와 차도가 구분된 도로의 차도,2023-01-27
87866,2023-01-27,성동구,서울특별시 성동구 성수동2가 333-16,보도와 차도가 구분된 도로의 차도,2023-01-27
87867,2023-01-27,성동구,서울특별시 성동구 성수동2가 333-16,보도와 차도가 구분된 도로의 차도,2023-01-27
87868,2023-01-27,성동구,서울특별시 성동구 성수동2가 333-16,보도와 차도가 구분된 도로의 차도,2023-01-27
87869,2023-01-27,서초구,서울특별시 서초구 방배동 3279,보도와 차도가 구분된 도로의 차도,2023-01-27
87870,2023-01-27,서초구,서울특별시 서초구 방배동 906-13,보도와 차도가 구분된 도로의 차도,2023-01-27
87871,2023-01-27,성동구,서울특별시 성동구 성수동2가 333-16,보도와 차도가 구분된 도로의 차도,2023-01-27
87872,2023-01-27,성동구,서울특별시 성동구 성수동2가 333-16,보도와 차도가 구분된 도로의 차도,2023-01-27
87873,2023-01-27,성동구,서울특별시 성동구 성수동2가 333-16,보도와 차도가 구분된 도로의 차도,2023-01-27
87874,2023-01-27,성동구,서울특별시 성동구 성수동2가 333-16,보도와 차도가 구분된 도로의 차도,2023-01-27
87875,2023-01-27,성동구,서울특별시 성동구 성수동2가 333-16,보도와 차도가 구분된 도로의 차도,2023-01-27
87876,2023-01-27,성동구,서울특별시 성동구 성수동2가 333-16,보도와 차도가 구분된 도로의 차도,2023-01-27
